SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback
559,0327 Surrey Pass,Skippad,440-86-7792,9154,Infiniti,M,Blue,2007,762039.69,63629-1558,Shanon Dudgeon,Female,Environmental Tech,713-241-3306,sdudgeonfi@elpais.com,Houston,United States,US,Texas,23 Saint Paul Place,2018/10/24,60512-6646,2019/04/28,Standard Class,Air,77206,984606.86,1,0.29,diners-club-enroute,201999031060924,Very Good
560,4 Dakota Plaza,Realpoint,569-81-2051,3452,Scion,iQ,Goldenrod,2012,527372.53,0498-0401,Gar Vernall,Male,Assistant Media Planner,724-342-7649,gvernallfj@nps.gov,New Castle,United States,US,Pennsylvania,4012 Mesta Avenue,2018/12/19,49349-334,2019/02/18,First Class,Truck,16107,740278.41,1,0.87,switch,6333718412507136645,Good
561,3507 Saint Paul Court,Avaveo,325-13-8612,8960,Ford,Excursion,Maroon,2005,597917.34,23155-014,Barry Filippello,Male,Senior Cost Accountant,520-304-2181,bfilippellofk@bizjournals.com,Tucson,United States,US,Arizona,94207 Waywood Avenue,2018/09/24,54738-908,2019/03/29,Standard Class,Truck,85754,849568.10,1,0.37,china-unionpay,560221252359634352,Good
562,3 Blue Bill Park Circle,Ntag,723-07-2473,3227,Mercedes-Benz,SL-Class,Blue,2011,645402.68,54868-6162,Colby Pittendreigh,Male,Professor,510-334-8931,cpittendreighfl@unc.edu,Oakland,United States,US,California,4676 Anzinger Place,2018/08/22,0085-1110,2019/03/06,Same Day,Truck,94611,938371.34,2,0.56,china-unionpay,56022287148898991,Okay
563,42 Mifflin Way,Eimbee,102-41-0153,370,Mercedes-Benz,E-Class,Aquamarine,2002,647466.27,60760-978,Dannie Bold,Male,Occupational Therapist,678-609-3172,dboldfm@berkeley.edu,Atlanta,United States,US,Georgia,49986 Warbler Center,2019/05/26,43353-867,2019/02/24,Same Day,Truck,30301,901134.64,1,0.32,jcb,3573155628070982,Very Good
564,57182 Lunder Avenue,Jabbersphere,215-35-2226,2219,Buick,Lucerne,Indigo,2011,756084.82,11822-0450,Melitta Dulany,Female,Budget/Accounting Analyst IV,650-872-5300,mdulanyfn@storify.com,Redwood City,United States,US,California,6193 Starling Trail,2019/05/01,68258-7980,2019/01/28,First Class,Truck,94064,922666.88,2,0.56,jcb,3563518833179306,Okay
565,1599 Mariners Cove Alley,Divanoodle,200-95-8491,161,Honda,CR-V,Orange,1997,679745.50,63730-292,Hunfredo MacChaell,Male,Geological Engineer,903-928-4295,hmacchaellfo@umn.edu,Texarkana,United States,US,Texas,9 Onsgard Crossing,2018/09/06,58118-1342,2019/06/06,Standard Class,Air,75507,891147.46,1,0.49,maestro,589386594324508389,Very Bad
566,4 Jackson Drive,Livefish,814-79-0366,7711,Mitsubishi,Galant,Red,1994,572474.69,60429-354,Benita Jandera,Female,Graphic Designer,561-499-3718,bjanderafp@ow.ly,Boca Raton,United States,US,Florida,84 4th Junction,2018/10/09,37205-607,2019/05/17,Second Class,Air,33499,958300.42,1,0.35,mastercard,5258231212953821,Very Bad
567,717 Maryland Crossing,Janyx,361-75-4426,5821,Chevrolet,Monte Carlo,Yellow,2000,501681.17,0283-0679,Kort Hobbert,Male,Automation Specialist IV,508-794-7055,khobbertfq@msn.com,Worcester,United States,US,Massachusetts,9229 Hooker Terrace,2019/04/17,52380-0540,2019/04/24,Standard Class,Air,01654,846498.77,2,0.69,americanexpress,374283825560493,Very Good
568,6 Dexter Junction,Babbleblab,123-42-8616,3172,Subaru,Forester,Red,2007,706042.96,0456-0095,Cornelius Hirthe,Male,Internal Auditor,304-554-2052,chirthefr@goo.ne.jp,Huntington,United States,US,West Virginia,3032 Maple Wood Way,2019/05/01,76113-012,2019/05/10,Same Day,Air,25721,742354.62,1,0.88,jcb,3571089124261807,Good
569,901 Westport Court,Mita,520-29-6917,7878,Volkswagen,Cabriolet,Yellow,1989,532077.53,50181-0038,Ibby Druhan,Female,Geological Engineer,865-635-0498,idruhanfs@devhub.com,Knoxville,United States,US,Tennessee,1 Dixon Avenue,2018/07/16,61245-145,2019/01/17,Same Day,Truck,37914,929795.76,2,0.55,jcb,3586284272684685,Very Bad
570,1595 Homewood Road,Divavu,695-01-2565,0442,Chevrolet,Camaro,Goldenrod,1969,527560.44,60971-1176,Pammie Drover,Female,Mechanical Systems Engineer,469-818-7917,pdroverft@psu.edu,Irving,United States,US,Texas,0 Glendale Road,2018/12/04,51389-119,2019/01/22,Second Class,Truck,75062,811729.00,2,0.59,jcb,3535781286852879,Bad
571,30362 Mariners Cove Pass,Feedfire,828-88-3282,7031,Nissan,GT-R,Turquoise,2011,506821.81,55301-411,Tamas Claye,Male,Information Systems Manager,502-270-9040,tclayefu@surveymonkey.com,Louisville,United States,US,Kentucky,55 Nancy Lane,2019/02/01,75857-1100,2019/02/06,Second Class,Air,40280,868698.33,2,0.56,jcb,3546967289426749,Good
572,51756 Corben Drive,Muxo,765-65-1142,9643,Suzuki,Vitara,Teal,2002,531593.70,44523-450,Eveline McKirdy,Female,Electrical Engineer,501-853-3771,emckirdyfv@who.int,Little Rock,United States,US,Arkansas,7 Ridgeway Center,2018/12/26,49967-206,2019/01/26,First Class,Air,72231,910114.62,1,0.36,diners-club-carte-blanche,30235696693841,Very Good
573,401 Brown Terrace,Fivespan,857-64-8516,9219,Pontiac,Bonneville,Indigo,1968,521774.37,64942-0894,Benetta Matthis,Female,Associate Professor,419-317-3217,bmatthisfw@ezinearticles.com,Toledo,United States,US,Ohio,96 Texas Way,2018/07/25,12462-201,2019/02/27,Standard Class,Air,43656,826583.87,1,0.89,jcb,3564400708408293,Bad
574,78325 Merchant Trail,Topicstorm,557-02-9169,500,Pontiac,Montana,Turquoise,2005,688179.93,54868-5585,Brandtr Playhill,Male,Database Administrator IV,775-503-6439,bplayhillfx@uol.com.br,Carson City,United States,US,Nevada,56197 Hollow Ridge Terrace,2019/02/24,49738-872,2019/04/14,Same Day,Truck,89714,712249.45,2,0.57,jcb,3538585364175047,Bad
575,1871 Scoville Junction,Tambee,502-87-4013,8684,Eagle,Talon,Yellow,1990,768898.81,22700-143,Cherrita Ebi,Female,Quality Engineer,202-842-9921,cebify@goo.gl,Washington,United States,US,District of Columbia,35 Novick Street,2019/06/01,36987-1842,2019/04/29,Same Day,Air,20470,911911.25,2,0.41,jcb,3549178704018767,Bad
576,3817 Ilene Park,Meezzy,409-44-1664,8944,Ford,Aerostar,Red,1997,660411.83,36987-3061,Standford Goodhall,Male,Software Consultant,240-408-7636,sgoodhallfz@mozilla.com,Silver Spring,United States,US,Maryland,55189 Thackeray Parkway,2019/05/01,0013-2651,2019/05/11,First Class,Air,20904,811909.78,2,0.39,diners-club-carte-blanche,30150731273626,Okay
577,508 Larry Way,Kwilith,362-39-7487,3121,Chevrolet,Camaro,Khaki,1967,689570.61,59310-175,Vevay Stagg,Female,Registered Nurse,256-669-1494,vstaggg0@hao123.com,Gadsden,United States,US,Alabama,267 Redwing Pass,2018/11/26,24330-410,2019/04/11,Second Class,Air,35905,807335.29,2,0.41,diners-club-carte-blanche,30101917566671,Very Good
578,58 Mifflin Trail,InnoZ,392-03-3145,7779,Toyota,Celica,Khaki,2003,742359.49,47781-103,Kirbee Woolager,Female,Recruiter,718-345-9152,kwoolagerg1@weibo.com,Bronx,United States,US,New York,555 Bowman Street,2018/10/23,24987-242,2019/01/05,Same Day,Air,10464,920041.64,2,0.27,bankcard,5602213590428892,Okay
579,862 Park Meadow Terrace,Jaloo,370-46-8661,5311,Lincoln,LS,Mauv,2003,761782.87,67692-148,Troy Scoon,Male,Speech Pathologist,212-167-7718,tscoong2@fc2.com,New York City,United States,US,New York,2 Dahle Alley,2019/03/06,55648-967,2019/05/26,Standard Class,Truck,10160,860503.45,1,0.51,switch,4903189077725711313,Bad
580,08600 Trailsway Crossing,Fanoodle,135-31-7982,3814,Chevrolet,Astro,Pink,1997,695450.22,0378-3005,Arte De Angelo,Male,Human Resources Assistant II,916-986-0177,adeg3@wunderground.com,Sacramento,United States,US,California,483 Eliot Point,2018/12/16,0270-1314,2019/04/17,Same Day,Air,95852,740768.09,2,0.63,diners-club-carte-blanche,30318428882104,Okay
581,9 Annamark Circle,Twimm,209-66-3829,7878,BMW,M5,Goldenrod,2008,673726.33,68745-1019,Tammie Schaumaker,Male,Environmental Tech,412-555-5255,tschaumakerg4@topsy.com,Pittsburgh,United States,US,Pennsylvania,3052 Monica Place,2018/10/10,63739-047,2019/02/08,Standard Class,Truck,15220,929636.59,2,0.58,jcb,3556177339099697,Very Good
582,73169 Ramsey Way,Camido,295-84-6096,8115,Pontiac,Grand Prix,Purple,1996,546993.51,68084-734,Cybil Seeney,Female,Registered Nurse,602-205-7436,cseeneyg5@ucoz.com,Phoenix,United States,US,Arizona,762 Maryland Avenue,2019/03/03,76509-800,2019/01/18,Second Class,Air,85010,712164.30,2,0.71,jcb,3587690725937950,Okay
583,8 Knutson Circle,Einti,828-68-8205,0243,Audi,S6,Violet,2009,757251.54,36987-3362,Hadleigh Baptiste,Male,Safety Technician IV,478-926-9762,hbaptisteg6@si.edu,Macon,United States,US,Georgia,9 Twin Pines Lane,2019/01/22,55289-390,2019/04/09,First Class,Truck,31296,995138.41,2,0.89,jcb,3582222990251951,Bad
584,935 Nevada Pass,Edgeify,244-83-6199,5845,Buick,Somerset,Turquoise,1987,780201.47,23155-112,Loria Chander,Female,Structural Analysis Engineer,318-180-8398,lchanderg7@ox.ac.uk,Alexandria,United States,US,Louisiana,45 Steensland Lane,2018/11/19,57691-108,2019/02/18,Second Class,Air,71307,952627.07,1,0.44,jcb,3581564646802864,Good
585,00294 Jenna Terrace,Quaxo,646-21-7402,7923,Buick,Park Avenue,Red,2000,671395.03,64125-127,Warden Pund,Male,Information Systems Manager,775-308-3119,wpundg8@arizona.edu,Carson City,United States,US,Nevada,63051 Anzinger Street,2019/02/17,51523-006,2019/02/24,Second Class,Air,89706,993368.91,1,0.81,switch,491150588391872549,Very Good
586,4 Haas Hill,Skinix,298-66-7618,9988,Isuzu,Trooper,Khaki,1992,676215.34,45802-770,Terrell Brocket,Male,General Manager,786-387-4994,tbrocketg9@slideshare.net,Miami,United States,US,Florida,6528 Oxford Court,2019/03/09,36987-3350,2019/04/29,Standard Class,Air,33190,950423.02,2,0.7,jcb,3579818020371399,Good
587,96684 Ramsey Avenue,Vimbo,364-64-8840,8892,Ford,Club Wagon,Teal,1993,742207.22,49693-1801,Othello Whettleton,Male,Research Assistant II,972-876-2368,owhettletonga@paypal.com,Dallas,United States,US,Texas,66 Delaware Center,2018/11/23,49035-449,2019/05/29,Same Day,Truck,75210,932820.19,1,0.41,jcb,3560255021386038,Very Bad
588,22 Larry Center,Skipfire,562-45-7815,8039,Subaru,Outback,Pink,2011,566794.25,36987-3360,Sybille MacParland,Female,Financial Advisor,972-320-5465,smacparlandgb@linkedin.com,Dallas,United States,US,Texas,45476 Lien Crossing,2019/06/15,58232-0721,2019/01/03,Second Class,Truck,75241,817665.95,1,0.44,jcb,3566573234786768,Bad
589,044 Crownhardt Lane,Wordtune,171-31-0268,9802,Volkswagen,GTI,Indigo,2000,769088.39,0395-1003,Winston Denness,Male,Food Chemist,903-214-7052,wdennessgc@harvard.edu,Tyler,United States,US,Texas,42960 Dorton Drive,2018/12/14,57237-082,2019/04/18,Same Day,Truck,75705,935839.80,2,0.51,switch,490512101319769543,Okay
590,3675 Ohio Road,Thoughtmix,597-76-0299,7978,Acura,NSX,Indigo,1995,668051.61,45802-453,Everard MacFaul,Male,VP Accounting,859-392-5327,emacfaulgd@cloudflare.com,Lexington,United States,US,Kentucky,171 Bluejay Lane,2018/10/23,58232-0037,2019/05/25,Second Class,Truck,40586,894285.16,1,0.83,maestro,6763368667590475801,Very Good
591,0168 Golf View Point,Layo,204-18-7381,282,Pontiac,Vibe,Indigo,2006,652121.19,51393-7336,Camel Rollo,Female,Programmer Analyst II,707-795-2111,crolloge@bbc.co.uk,Santa Rosa,United States,US,California,44 Jana Street,2019/06/04,0603-4979,2019/01/29,Standard Class,Air,95405,819652.66,1,0.35,china-unionpay,561059871369976944,Good
592,787 Tennyson Pass,Blogpad,678-37-2454,5193,Mercedes-Benz,CLS-Class,Crimson,2010,733580.12,0409-0219,Adams Kaaskooper,Male,Structural Analysis Engineer,702-892-2638,akaaskoopergf@japanpost.jp,Las Vegas,United States,US,Nevada,18153 Little Fleur Place,2019/01/10,53208-377,2019/06/09,Same Day,Truck,89105,978988.09,1,0.53,bankcard,5602217671492529,Very Bad
593,82 Victoria Terrace,Skibox,397-55-9995,9616,Mazda,B2000,Green,1985,752822.39,75936-113,Brose Warlaw,Male,Senior Developer,912-146-7423,bwarlawgg@auda.org.au,Savannah,United States,US,Georgia,9764 Center Hill,2018/12/17,64942-0819,2019/03/25,Second Class,Air,31416,828364.86,1,0.54,americanexpress,337941608854344,Good
594,87644 1st Junction,Feedbug,190-53-8819,8861,BMW,M3,Indigo,2001,634012.21,51386-300,Garrard Vonderdell,Male,Human Resources Manager,609-574-1193,gvonderdellgh@sfgate.com,Trenton,United States,US,New Jersey,88 Lunder Place,2019/05/06,0781-9404,2019/06/01,Second Class,Air,08650,824706.54,2,0.65,jcb,3588153542411146,Okay
595,7 Kim Alley,Trunyx,794-31-5819,1422,Isuzu,Rodeo,Blue,1994,735110.74,0025-1851,Donelle Gwatkins,Female,VP Accounting,515-903-2317,dgwatkinsgi@hao123.com,Des Moines,United States,US,Iowa,6004 Graceland Street,2018/06/20,0363-0311,2019/05/19,Second Class,Truck,50330,784176.28,1,0.74,jcb,3537446579078768,Okay
596,5 Prairieview Terrace,Skiba,891-21-1980,2104,Lamborghini,Diablo,Red,1995,639325.75,50988-183,Brander Westhofer,Male,VP Quality Control,509-594-8977,bwesthofergj@123-reg.co.uk,Spokane,United States,US,Washington,3 Mesta Terrace,2018/10/25,0268-1524,2019/03/08,First Class,Truck,99210,712590.50,1,0.82,mastercard,5315498136669913,Bad
597,87 Eastlawn Parkway,Thoughtstorm,505-15-6064,9315,Oldsmobile,Cutlass Cruiser,Fuscia,1993,577105.85,59779-349,Isabelita McKilroe,Female,Data Coordiator,718-258-5427,imckilroegk@miitbeian.gov.cn,New York City,United States,US,New York,3911 Leroy Trail,2019/05/23,43269-694,2019/04/18,First Class,Truck,10004,887350.81,2,0.43,bankcard,5602234606690416,Very Bad
598,16283 Swallow Lane,Dabtype,120-98-6931,9411,Pontiac,GTO,Goldenrod,2004,594796.89,52533-103,Gilbert Reven,Male,Senior Cost Accountant,225-639-4419,grevengl@aboutads.info,Baton Rouge,United States,US,Louisiana,33 7th Street,2018/08/09,51346-230,2019/03/28,Second Class,Air,70820,971787.33,1,0.29,diners-club-carte-blanche,30334826223379,Okay
599,08884 Farwell Street,Skidoo,164-56-2152,101,Chrysler,Town & Country,Mauv,1996,518555.94,0220-9324,Chryste Please,Female,Operator,515-627-6399,cpleasegm@xing.com,Des Moines,United States,US,Iowa,57169 New Castle Circle,2019/04/14,55910-014,2019/04/29,First Class,Air,50393,990115.45,1,0.85,diners-club-carte-blanche,30093963509467,Okay
600,5 Bunker Hill Court,Wikibox,767-51-2913,8070,Hyundai,Tucson,Red,2010,569753.76,41190-915,Isadora Riggoll,Female,Assistant Manager,724-372-9092,iriggollgn@gravatar.com,New Castle,United States,US,Pennsylvania,0 Toban Parkway,2019/02/17,0069-3120,2019/03/24,Standard Class,Truck,16107,997044.61,2,0.41,mastercard,5010127528780727,Okay
601,34 Dapin Lane,Linklinks,140-74-6559,5296,Mercedes-Benz,E-Class,Fuscia,2011,535714.96,68345-965,Durward Hanvey,Male,Physical Therapy Assistant,904-487-0831,dhanveygo@miibeian.gov.cn,Jacksonville,United States,US,Florida,95 Manley Place,2018/07/29,49288-0349,2019/06/06,Same Day,Truck,32215,860560.39,2,0.36,bankcard,5602259133960016,Bad
602,2 1st Drive,Divanoodle,375-61-4621,7091,Acura,RL,Indigo,2000,774027.46,68788-9164,Robers Coker,Male,Programmer I,214-276-6272,rcokergp@oakley.com,Dallas,United States,US,Texas,100 Shopko Road,2019/06/16,42508-157,2019/03/17,Standard Class,Air,75260,981664.20,2,0.44,jcb,3572848867533832,Very Good
603,819 Lakeland Center,Yakidoo,119-85-3166,1231,MG,MGB,Khaki,1977,701700.99,66969-6014,Gianna Wycliffe,Female,Pharmacist,407-923-9393,gwycliffegq@java.com,Orlando,United States,US,Florida,9 Forest Dale Crossing,2019/02/14,55154-5154,2019/02/05,Second Class,Air,32859,831134.31,2,0.67,jcb,3528251894820683,Very Good
604,0928 Morrow Street,Yodel,438-30-4921,7965,Ford,F-Series,Violet,1997,607062.87,48256-0011,Teddy Arnopp,Female,Engineer III,727-862-4401,tarnoppgr@wikipedia.org,Saint Petersburg,United States,US,Florida,9 Schlimgen Road,2019/01/04,67345-0681,2019/03/07,Same Day,Air,33731,776415.38,2,0.6,laser,6304809371311258147,Very Bad
605,08954 Donald Road,Zoombeat,874-28-5123,6691,BMW,M3,Mauv,2012,595765.47,0603-2433,Gerladina Beswetherick,Female,Recruiter,212-479-7667,gbeswetherickgs@google.it,New York City,United States,US,New York,204 North Trail,2019/02/22,59078-031,2019/02/09,Same Day,Truck,10009,977136.92,1,0.52,jcb,3550602872351417,Very Bad
606,32022 Blackbird Circle,Jamia,264-34-2085,0394,Hyundai,Elantra,Khaki,2004,697773.34,0597-0058,Pavel Griffith,Male,Health Coach II,303-665-1796,pgriffithgt@ezinearticles.com,Aurora,United States,US,Colorado,39659 Northridge Alley,2019/02/25,65044-6695,2019/06/07,First Class,Air,80044,891672.21,1,0.7,bankcard,5602257970274236,Okay
607,89 Kennedy Pass,Yodo,418-01-3270,4882,Austin,Mini Cooper,Indigo,1964,717807.54,53808-0347,Herculie Levi,Male,Office Assistant I,-561-9278,hlevigu@cafepress.com,Pittsburgh,United States,US,Pennsylvania,773 Northridge Junction,2019/01/16,60512-1035,2019/02/05,First Class,Air,15266,777048.56,2,0.41,jcb,3534917899773653,Bad
608,76546 Manufacturers Lane,Twitterwire,368-25-9482,1693,Daewoo,Lanos,Indigo,2001,518771.58,0485-0096,Rolfe Hamel,Male,Occupational Therapist,718-341-7678,rhamelgv@com.com,Staten Island,United States,US,New York,371 Fuller Parkway,2019/02/04,10267-3852,2019/05/18,First Class,Air,10305,824035.70,2,0.61,diners-club-us-ca,5408343401880126,Bad
609,67 Sommers Junction,Yambee,514-79-9569,5253,Land Rover,Range Rover Classic,Teal,1993,782933.20,67457-483,Gerianne Casa,Female,Human Resources Assistant I,918-857-4530,gcasagw@thetimes.co.uk,Tulsa,United States,US,Oklahoma,1913 Killdeer Place,2018/08/19,64092-802,2019/02/11,Second Class,Air,74116,737975.27,2,0.68,americanexpress,337941580512563,Very Good
610,3186 Susan Avenue,Zoombox,234-12-7384,6823,Chevrolet,3500,Fuscia,1995,552264.38,41520-851,Kristyn Rosten,Female,Recruiter,716-172-8857,krostengx@gravatar.com,Buffalo,United States,US,New York,09 Pepper Wood Court,2018/07/11,68788-9038,2019/01/24,Standard Class,Truck,14233,848949.57,2,0.86,jcb,3534022366436247,Okay
611,0664 Forest Dale Pass,Plajo,693-77-7892,2642,Volkswagen,CC,Turquoise,2009,739678.91,55714-2252,Rasla Loch,Female,Actuary,804-422-4116,rlochgy@lycos.com,Richmond,United States,US,Virginia,46657 Hoard Street,2018/11/01,11523-7227,2019/04/02,Same Day,Air,23289,791102.80,1,0.66,jcb,3545156203188772,Very Bad
612,98 Oakridge Alley,Skivee,407-40-8666,8117,Subaru,XT,Maroon,1989,771615.41,11673-383,Gussy Gieraths,Female,Structural Analysis Engineer,310-661-1285,ggierathsgz@goo.gl,Van Nuys,United States,US,California,08 Straubel Trail,2019/06/04,37000-233,2019/05/12,Second Class,Truck,91406,950938.83,1,0.84,americanexpress,374283024941866,Bad
613,6 Larry Terrace,Jayo,175-56-0810,8289,Porsche,911,Khaki,2009,680222.44,49738-201,Sonnie Woolnough,Female,Software Consultant,314-965-2604,swoolnoughh0@flickr.com,Saint Louis,United States,US,Missouri,28534 Di Loreto Road,2018/10/13,54868-0029,2019/01/07,Same Day,Truck,63104,892342.66,2,0.53,visa-electron,4917622176491293,Okay
614,7352 Jenifer Circle,Oba,302-77-3424,0214,Ferrari,612 Scaglietti,Mauv,2010,673375.23,58118-0517,Laryssa Krystek,Female,Executive Secretary,918-874-0387,lkrystekh1@globo.com,Tulsa,United States,US,Oklahoma,92 Manitowish Drive,2018/08/02,0172-3759,2019/01/19,Second Class,Air,74156,743647.02,2,0.34,diners-club-enroute,201425771413537,Very Good
615,1153 Little Fleur Hill,Livefish,721-03-7469,5304,Infiniti,Q,Yellow,2006,750632.87,42507-944,Cedric Le Gallo,Male,Professor,916-656-9509,cleh2@elpais.com,Sacramento,United States,US,California,84 American Park,2019/06/11,66467-9730,2019/05/15,Second Class,Truck,95838,771529.46,2,0.27,switch,491169277632387058,Bad
616,001 Oak Valley Drive,Miboo,387-10-2825,3428,Mazda,MX-5,Fuscia,2010,736324.33,46122-500,Lindy Mountjoy,Female,Administrative Officer,251-544-7654,lmountjoyh3@w3.org,Mobile,United States,US,Alabama,1 Oriole Parkway,2019/01/11,60432-741,2019/01/13,Second Class,Air,36641,913702.08,1,0.57,mastercard,5048375915895014,Good
617,71 Hagan Drive,Miboo,284-95-0721,8007,Pontiac,Bonneville,Blue,1985,710786.20,42851-152,Thayne Skace,Male,Compensation Analyst,801-335-2729,tskaceh4@wordpress.com,Salt Lake City,United States,US,Utah,5 Helena Way,2018/08/28,51991-192,2019/03/19,Standard Class,Air,84199,780696.77,2,0.74,china-unionpay,5602259268461466806,Bad
618,017 Claremont Way,Voonder,603-50-4595,1233,Pontiac,G6,Yellow,2008,676145.90,59762-6722,Berny Haucke,Female,Automation Specialist IV,719-585-2765,bhauckeh5@nasa.gov,Pueblo,United States,US,Colorado,327 Debra Junction,2019/04/06,53057-010,2019/05/27,Same Day,Truck,81010,763541.16,2,0.43,jcb,3532308297948372,Bad
619,34 8th Way,Edgeblab,715-01-3090,2741,Mazda,Familia,Orange,1990,643597.88,50573-3560,Pren Rosser,Male,Administrative Officer,716-117-9706,prosserh6@oracle.com,Buffalo,United States,US,New York,26 Gina Street,2019/01/26,55315-189,2019/04/23,Second Class,Truck,14269,958248.92,1,0.66,visa-electron,4405557582971992,Bad
